midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
68	0.0580499	0.0870748	0	0	4.02443e-035	0	1	4	4
69	0.20898	0.0406349	0	0	4.02443e-035	0	1	4	4
67	0.255419	0.24381	0	0	4.02443e-035	0	1	4	4
64	0.499229	0.168345	0	0	4.02443e-035	0	1	4	4
68	0.934603	0.0522449	0	0	4.02443e-035	0	1	4	4
67	1.08553	0.342494	0	0	4.02443e-035	0	1	4	4
64	1.54413	0.0696598	0	0	4.02443e-035	0	1	4	4
64	1.61379	0.0232199	0	0	4.02443e-035	0	1	4	4
65	1.64281	0.0754648	0	0	4.02443e-035	0	1	4	4
65	1.71828	0.0754648	0	0	4.02443e-035	0	1	4	4
67	1.82277	0.168345	0	0	4.02443e-035	0	1	4	4
66	2.10141	0.13932	0	0	4.02443e-035	0	1	4	4
64	2.27556	0.220589	0	0	4.02443e-035	0	1	4	4
63	2.76317	0.371519	0	0	4.02443e-035	0	1	4	4
63	3.13469	0.0812697	0	0	4.02443e-035	0	1	4	4
64	3.21596	0.249614	0	0	4.02443e-035	0	1	4	4
64	3.46558	0.388934	0	0	4.02443e-035	0	1	4	4
62	3.85451	0.0870748	0	0	4.02443e-035	0	1	4	4
64	3.94159	0.336689	0	0	4.02443e-035	0	1	4	4
64	5.03293	0.0928798	0	0	4.02443e-035	0	1	4	4
65	5.1258	0.18576	0	0	4.02443e-035	0	1	4	4
64	5.36381	0.156734	0	0	4.02443e-035	0	1	4	4
62	5.57859	0.168344	0	0	4.02443e-035	0	1	4	4
60	6.01397	0.156735	0	0	4.02443e-035	0	1	4	4
63	6.20553	0.0522451	0	0	4.02443e-035	0	1	4	4
66	6.43773	0.191565	0	0	4.02443e-035	0	1	4	4
68	6.6293	0.15093	0	0	4.02443e-035	0	1	4	4
66	6.78023	0.0290251	0	0	4.02443e-035	0	1	4	4
67	6.81506	0.255419	0	0	4.02443e-035	0	1	4	4
64	7.07048	0.2322	0	0	4.02443e-035	0	1	4	4
