midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
46	0.0638549	0.133515	0	0	3.94906e-035	0	1	4	4
48	0.336689	0.25542	0	0	3.94906e-035	0	1	4	4
50	0.626939	0.13932	0	0	3.94906e-035	0	1	4	4
50	0.853333	0.0928798	0	0	3.94906e-035	0	1	4	4
51	0.986848	0.145125	0	0	3.94906e-035	0	1	4	4
52	1.30612	0.12771	0	0	3.94906e-035	0	1	4	4
50	1.43383	0.156735	0	0	3.94906e-035	0	1	4	4
49	1.59057	0.13932	0	0	3.94906e-035	0	1	4	4
50	1.72989	0.470204	0	0	3.94906e-035	0	1	4	4
51	2.20009	0.20898	0	0	3.94906e-035	0	1	4	4
50	2.40907	0.12771	0	0	3.94906e-035	0	1	4	4
53	2.53678	0.284445	0	0	3.94906e-035	0	1	4	4
53	2.82122	0.0812697	0	0	3.94906e-035	0	1	4	4
50	2.90249	0.226395	0	0	3.94906e-035	0	1	4	4
49	3.12889	0.383129	0	0	3.94906e-035	0	1	4	4
48	3.51202	0.226395	0	0	3.94906e-035	0	1	4	4
48	3.73841	0.121905	0	0	3.94906e-035	0	1	4	4
46	7.03565	0.10449	0	0	3.94906e-035	0	1	4	4
50	7.39556	0.0870748	0	0	3.94906e-035	0	1	4	4
51	7.68	0.15093	0	0	3.94906e-035	0	1	4	4
53	7.99347	0.0928802	0	0	3.94906e-035	0	1	4	4
55	8.08635	0.18576	0	0	3.94906e-035	0	1	4	4
53	8.27211	0.458593	0	0	3.94906e-035	0	1	4	4
51	8.9571	0.29025	0	0	3.94906e-035	0	1	4	4
50	9.28798	0.336689	0	0	3.94906e-035	0	1	4	4
49	9.62467	0.0348301	0	0	3.94906e-035	0	1	4	4
46	9.6595	0.534059	0	0	3.94906e-035	0	1	4	4
48	10.1936	0.19737	0	0	3.94906e-035	0	1	4	4
49	10.896	0.214785	0	0	3.94906e-035	0	1	4	4
49	11.1107	0.121904	0	0	3.94906e-035	0	1	4	4
45	11.2327	0.30186	0	0	3.94906e-035	0	1	4	4
46	17.2815	0.0580502	0	0	3.94906e-035	0	1	4	4
50	17.5659	0.1161	0	0	3.94906e-035	0	1	4	4
51	17.8736	0.185759	0	0	3.94906e-035	0	1	4	4
54	18.2044	0.226395	0	0	3.94906e-035	0	1	4	4
52	18.4308	0.0464382	0	0	3.94906e-035	0	1	4	4
53	18.5644	0.452789	0	0	3.94906e-035	0	1	4	4
50	19.081	0.13932	0	0	3.94906e-035	0	1	4	4
51	19.2203	0.226395	0	0	3.94906e-035	0	1	4	4
48	19.4467	0.104488	0	0	3.94906e-035	0	1	4	4
50	19.5512	0.18576	0	0	3.94906e-035	0	1	4	4
48	19.8531	0.232199	0	0	3.94906e-035	0	1	4	4
48	20.48	0.168344	0	0	3.94906e-035	0	1	4	4
49	21.403	0.168344	0	0	3.94906e-035	0	1	4	4
48	21.5713	0.272835	0	0	3.94906e-035	0	1	4	4
46	21.8442	0.55728	0	0	3.94906e-035	0	1	4	4
45	22.4247	0.249615	0	0	3.94906e-035	0	1	4	4
46	22.6743	0.603718	0	0	3.94906e-035	0	1	4	4
49	23.278	0.644354	0	0	3.94906e-035	0	1	4	4
49	23.9804	0.249615	0	0	3.94906e-035	0	1	4	4
51	24.6306	0.17415	0	0	3.94906e-035	0	1	4	4
51	24.9092	0.290249	0	0	3.94906e-035	0	1	4	4
51	25.1995	0.667574	0	0	3.94906e-035	0	1	4	4
53	25.867	0.185759	0	0	3.94906e-035	0	1	4	4
50	26.1921	0.435375	0	0	3.94906e-035	0	1	4	4
51	26.6275	0.296053	0	0	3.94906e-035	0	1	4	4
55	27.8349	0.278639	0	0	3.94906e-035	0	1	4	4
57	28.1136	0.238005	0	0	3.94906e-035	0	1	4	4
58	28.7405	0.203175	0	0	3.94906e-035	0	1	4	4
