midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
79	0.528254	0.0464399	0	0	0	0	1	4	4
81	0.673379	0.03483	0	0	0	0	1	4	4
74	0.748844	0.0406349	0	0	0	0	1	4	4
74	0.795283	0.179955	0	0	0	0	1	4	4
73	0.981043	0.133515	0	0	0	0	1	4	4
70	1.90984	0.121905	0	0	0	0	1	4	4
71	2.03175	0.0580499	0	0	0	0	1	4	4
75	2.0898	0.0580499	0	0	0	0	1	4	4
75	2.14785	0.13932	0	0	0	0	1	4	4
75	2.28717	0.0696599	0	0	0	0	1	4	4
74	2.35683	0.0232201	0	0	0	0	1	4	4
74	2.58902	0.0290251	0	0	0	0	1	4	4
49	2.58322	0.110295	0	0	0	0	1	4	4
47	2.69351	0.0580499	0	0	0	0	1	4	4
56	3.08245	0.330884	0	0	0	0	1	4	4
51	3.58168	0.731429	0	0	0	0	1	4	4
56	5.72952	0.435374	0	0	0	0	1	4	4
59	6.1649	0.603719	0	0	0	0	1	4	4
60	6.90794	0.249614	0	0	0	0	1	4	4
59	7.15755	0.313469	0	0	0	0	1	4	4
59	7.47102	0.133515	0	0	0	0	1	4	4
55	7.62195	1.20744	0	0	0	0	1	4	4
61	9.61306	0.388934	0	0	0	0	1	4	4
61	10.0078	0.26703	0	0	0	0	1	4	4
61	10.5419	0.371519	0	0	0	0	1	4	4
59	10.9134	0.272834	0	0	0	0	1	4	4
55	11.2152	0.296055	0	0	0	0	1	4	4
56	11.5113	0.319274	0	0	0	0	1	4	4
55	11.9525	0.104489	0	0	0	0	1	4	4
55	12.057	0.330885	0	0	0	0	1	4	4
54	14.0597	0.37152	0	0	0	0	1	4	4
53	14.4312	0.18576	0	0	0	0	1	4	4
52	14.617	0.0232201	0	0	0	0	1	4	4
55	18.2973	0.191565	0	0	0	0	1	4	4
52	18.5934	0.168344	0	0	0	0	1	4	4
52	19.0868	0.272835	0	0	0	0	1	4	4
55	19.3596	0.446985	0	0	0	0	1	4	4
55	21.1244	0.0232201	0	0	0	0	1	4	4
54	21.2869	0.0638542	0	0	0	0	1	4	4
55	21.374	0.516644	0	0	0	0	1	4	4
52	22.0648	0.487617	0	0	0	0	1	4	4
55	22.773	0.348299	0	0	0	0	1	4	4
54	24.2532	0.1161	0	0	0	0	1	4	4
54	24.4274	0.0232201	0	0	0	0	1	4	4
55	24.4564	0.168344	0	0	0	0	1	4	4
55	24.6248	0.835918	0	0	0	0	1	4	4
55	25.6232	0.197371	0	0	0	0	1	4	4
52	25.8206	0.725624	0	0	0	0	1	4	4
55	27.0454	0.342493	0	0	0	0	1	4	4
55	27.5273	0.150928	0	0	0	0	1	4	4
52	27.6782	1.13778	0	0	0	0	1	4	4
50	28.816	0.0522442	0	0	0	0	1	4	4
56	29.0424	0.214785	0	0	0	0	1	4	4
52	29.4371	0.261225	0	0	0	0	1	4	4
