midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
62	0.406349	0.19737	0	0	1.93701e-035	0	1	4	4
62	0.603719	0.0348299	0	0	1.93701e-035	0	1	4	4
57	0.638549	0.249615	0	0	1.93701e-035	0	1	4	4
56	0.888163	0.0232199	0	0	1.93701e-035	0	1	4	4
57	0.917188	0.0638549	0	0	1.93701e-035	0	1	4	4
63	1.58476	0.0232199	0	0	1.93701e-035	0	1	4	4
66	1.61379	0.13932	0	0	1.93701e-035	0	1	4	4
64	1.78794	0.179955	0	0	1.93701e-035	0	1	4	4
65	2.3278	0.203175	0	0	1.93701e-035	0	1	4	4
66	2.53098	0.156735	0	0	1.93701e-035	0	1	4	4
67	2.68771	0.371519	0	0	1.93701e-035	0	1	4	4
66	3.05923	0.29025	0	0	1.93701e-035	0	1	4	4
61	3.34948	0.226394	0	0	1.93701e-035	0	1	4	4
62	3.57587	0.12771	0	0	1.93701e-035	0	1	4	4
62	3.73261	0.539864	0	0	1.93701e-035	0	1	4	4
64	5.54376	0.0348301	0	0	1.93701e-035	0	1	4	4
66	5.5844	0.0638547	0	0	1.93701e-035	0	1	4	4
66	5.64825	0.13932	0	0	1.93701e-035	0	1	4	4
62	5.90367	0.911384	0	0	1.93701e-035	0	1	4	4
61	6.91374	0.156734	0	0	1.93701e-035	0	1	4	4
65	7.88898	0.145125	0	0	1.93701e-035	0	1	4	4
64	8.08635	0.145124	0	0	1.93701e-035	0	1	4	4
64	8.65524	0.0580492	0	0	1.93701e-035	0	1	4	4
67	8.74812	0.626939	0	0	1.93701e-035	0	1	4	4
66	9.37506	0.354105	0	0	1.93701e-035	0	1	4	4
61	9.72916	0.0638542	0	0	1.93701e-035	0	1	4	4
62	9.79302	0.679184	0	0	1.93701e-035	0	1	4	4
61	12.7361	0.18576	0	0	1.93701e-035	0	1	4	4
64	13.1309	0.330884	0	0	1.93701e-035	0	1	4	4
61	13.5372	0.214785	0	0	1.93701e-035	0	1	4	4
61	13.9262	0.330884	0	0	1.93701e-035	0	1	4	4
62	14.2571	0.388935	0	0	1.93701e-035	0	1	4	4
62	15.8766	0.185759	0	0	1.93701e-035	0	1	4	4
63	16.2424	0.191565	0	0	1.93701e-035	0	1	4	4
64	16.4339	0.179955	0	0	1.93701e-035	0	1	4	4
62	17.4498	0.208981	0	0	1.93701e-035	0	1	4	4
62	17.8213	0.0638542	0	0	1.93701e-035	0	1	4	4
62	17.92	0.110294	0	0	1.93701e-035	0	1	4	4
61	18.0477	0.0232201	0	0	1.93701e-035	0	1	4	4
61	18.0767	0.15093	0	0	1.93701e-035	0	1	4	4
60	18.8024	0.174149	0	0	1.93701e-035	0	1	4	4
62	19.052	0.150928	0	0	1.93701e-035	0	1	4	4
62	19.3016	0.15093	0	0	1.93701e-035	0	1	4	4
64	19.528	0.168344	0	0	1.93701e-035	0	1	4	4
61	20.2072	0.377325	0	0	1.93701e-035	0	1	4	4
62	20.6309	0.0638542	0	0	1.93701e-035	0	1	4	4
66	20.9618	0.377325	0	0	1.93701e-035	0	1	4	4
62	21.403	0.16254	0	0	1.93701e-035	0	1	4	4
57	21.7687	0.348299	0	0	1.93701e-035	0	1	4	4
57	22.117	0.284445	0	0	1.93701e-035	0	1	4	4
66	22.5408	0.261223	0	0	1.93701e-035	0	1	4	4
67	22.9471	0.145124	0	0	1.93701e-035	0	1	4	4
64	23.2025	0.54567	0	0	1.93701e-035	0	1	4	4
