midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
53	0.214785	0.02322	0	0	0	0	1	4	4
62	1.75891	0.568889	0	0	0	0	1	4	4
65	2.39746	0.179955	0	0	0	0	1	4	4
64	2.57741	0.226394	0	0	0	0	1	4	4
64	2.82703	0.330884	0	0	0	0	1	4	4
61	3.15791	0.458594	0	0	0	0	1	4	4
61	3.61651	0.168345	0	0	0	0	1	4	4
62	5.52054	0.435374	0	0	0	0	1	4	4
62	5.95592	0.354104	0	0	0	0	1	4	4
59	6.31002	0.0986848	0	0	0	0	1	4	4
59	6.43773	0.16254	0	0	0	0	1	4	4
60	6.60027	0.400544	0	0	0	0	1	4	4
58	7.11692	0.272834	0	0	0	0	1	4	4
58	7.51166	0.232199	0	0	0	0	1	4	4
55	7.74385	0.487619	0	0	0	0	1	4	4
56	12.2485	0.319275	0	0	0	0	1	4	4
59	12.6549	0.13932	0	0	0	0	1	4	4
59	12.7942	0.18576	0	0	0	0	1	4	4
62	13.1193	0.25542	0	0	0	0	1	4	4
62	13.5198	0.510839	0	0	0	0	1	4	4
62	14.0307	0.342494	0	0	0	0	1	4	4
59	14.4428	0.179955	0	0	0	0	1	4	4
61	14.6518	0.214784	0	0	0	0	1	4	4
58	16.2714	0.406349	0	0	0	0	1	4	4
55	16.7184	0.435375	0	0	0	0	1	4	4
54	17.1537	0.249615	0	0	0	0	1	4	4
52	17.4382	0.0928802	0	0	0	0	1	4	4
52	17.5311	0.232201	0	0	0	0	1	4	4
54	18.2625	0.220591	0	0	0	0	1	4	4
53	18.4831	0.423763	0	0	0	0	1	4	4
56	22.7672	0.232201	0	0	0	0	1	4	4
55	22.9994	0.330885	0	0	0	0	1	4	4
56	23.4173	0.121904	0	0	0	0	1	4	4
63	23.6902	0.580498	0	0	0	0	1	4	4
61	24.3519	0.388935	0	0	0	0	1	4	4
62	24.7409	0.255419	0	0	0	0	1	4	4
60	25.0253	0.0986862	0	0	0	0	1	4	4
60	25.182	0.214785	0	0	0	0	1	4	4
62	25.3968	0.214785	0	0	0	0	1	4	4
60	25.6871	0.313469	0	0	0	0	1	4	4
57	26.0934	0.179955	0	0	0	0	1	4	4
62	26.8016	0.214785	0	0	0	0	1	4	4
62	27.0164	0.400545	0	0	0	0	1	4	4
62	27.417	0.156734	0	0	0	0	1	4	4
59	27.6956	0.621134	0	0	0	0	1	4	4
56	28.3167	0.435373	0	0	0	0	1	4	4
54	28.7521	0.18576	0	0	0	0	1	4	4
62	29.0482	0.62694	0	0	0	0	1	4	4
