midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
56	0.0406349	0.470204	0	0	0	0	1	4	4
54	1.08553	0.0232199	0	0	0	0	1	4	4
54	1.11456	0.0638549	0	0	0	0	1	4	4
56	1.21905	0.18576	0	0	0	0	1	4	4
58	1.40481	0.203175	0	0	0	0	1	4	4
57	1.60798	0.156735	0	0	0	0	1	4	4
57	1.76472	0.133515	0	0	0	0	1	4	4
57	1.99692	0.0290248	0	0	0	0	1	4	4
57	2.03175	0.08127	0	0	0	0	1	4	4
59	2.11302	0.1161	0	0	0	0	1	4	4
58	2.22912	0.22059	0	0	0	0	1	4	4
61	2.46712	0.13932	0	0	0	0	1	4	4
56	2.62385	0.20898	0	0	0	0	1	4	4
59	2.83283	0.214785	0	0	0	0	1	4	4
56	3.07084	0.145125	0	0	0	0	1	4	4
57	3.21596	0.238005	0	0	0	0	1	4	4
64	3.92417	0.249614	0	0	0	0	1	4	4
61	4.45823	0.121905	0	0	0	0	1	4	4
61	4.71365	0.203175	0	0	0	0	1	4	4
61	4.91683	0.22059	0	0	0	0	1	4	4
59	5.20127	0.145125	0	0	0	0	1	4	4
59	5.52054	0.0754647	0	0	0	0	1	4	4
61	5.59601	0.330884	0	0	0	0	1	4	4
56	6.12426	0.0638552	0	0	0	0	1	4	4
59	6.18812	0.226394	0	0	0	0	1	4	4
59	6.50159	0.261224	0	0	0	0	1	4	4
66	7.36073	0.26703	0	0	0	0	1	4	4
66	7.84834	0.203175	0	0	0	0	1	4	4
64	8.34757	0.0986853	0	0	0	0	1	4	4
64	8.44626	0.406349	0	0	0	0	1	4	4
64	8.85261	0.104489	0	0	0	0	1	4	4
61	9.28218	0.342494	0	0	0	0	1	4	4
60	9.6595	0.121904	0	0	0	0	1	4	4
59	10.0775	0.661769	0	0	0	0	1	4	4
59	10.8031	0.1161	0	0	0	0	1	4	4
58	10.9366	0.0812693	0	0	0	0	1	4	4
60	11.0353	0.0696602	0	0	0	0	1	4	4
59	11.1049	0.0638552	0	0	0	0	1	4	4
57	12.295	0.25542	0	0	0	0	1	4	4
57	12.6839	0.179955	0	0	0	0	1	4	4
66	13.0322	0.319275	0	0	0	0	1	4	4
64	13.5314	0.0580502	0	0	0	0	1	4	4
66	13.694	0.145124	0	0	0	0	1	4	4
66	13.8391	0.0696602	0	0	0	0	1	4	4
64	14.2106	0.110294	0	0	0	0	1	4	4
64	14.3732	0.104489	0	0	0	0	1	4	4
64	14.4776	0.0812702	0	0	0	0	1	4	4
73	14.8782	0.10449	0	0	0	0	1	4	4
73	14.9827	0.139319	0	0	0	0	1	4	4
59	15.1162	0.15093	0	0	0	0	1	4	4
58	15.6502	0.104489	0	0	0	0	1	4	4
8118632	15.7547	0.226395	0	0	0	0	1	4	4
58	15.9985	0.168344	0	0	0	0	1	4	4
60	16.1669	0.232199	0	0	0	0	1	4	4
58	16.3991	0.0696602	0	0	0	0	1	4	4
58	16.4688	0.0870762	0	0	0	0	1	4	4
59	16.5616	0.214785	0	0	0	0	1	4	4
68	17.1189	0.168344	0	0	0	0	1	4	4
69	17.2873	0.354103	0	0	0	0	1	4	4
72	17.6414	0.208981	0	0	0	0	1	4	4
68	17.8561	0.0986862	0	0	0	0	1	4	4
71	18.396	0.145124	0	0	0	0	1	4	4
64	18.7327	0.1161	0	0	0	0	1	4	4
66	18.8488	0.156734	0	0	0	0	1	4	4
63	19.3074	0.0406342	0	0	0	0	1	4	4
66	19.4119	0.139318	0	0	0	0	1	4	4
64	19.6093	0.18576	0	0	0	0	1	4	4
64	19.795	0.150928	0	0	0	0	1	4	4
64	19.9459	0.0696602	0	0	0	0	1	4	4
65	20.0969	0.0870743	0	0	0	0	1	4	4
64	20.213	0.133514	0	0	0	0	1	4	4
59	20.4858	0.104488	0	0	0	0	1	4	4
60	20.5903	0.284445	0	0	0	0	1	4	4
53	21.2114	0.0232201	0	0	0	0	1	4	4
59	21.699	0.121904	0	0	0	0	1	4	4
59	21.821	0.156734	0	0	0	0	1	4	4
72	21.9719	0.0754642	0	0	0	0	1	4	4
62	22.2157	0.0986862	0	0	0	0	1	4	4
64	22.3376	0.214783	0	0	0	0	1	4	4
60	22.7904	0.232201	0	0	0	0	1	4	4
59	23.0458	0.150928	0	0	0	0	1	4	4
59	23.3767	0.168346	0	0	0	0	1	4	4
68	24.1371	0.029026	0	0	0	0	1	4	4
57	24.2881	0.162539	0	0	0	0	1	4	4
59	24.619	0.156736	0	0	0	0	1	4	4
57	24.8686	0.110296	0	0	0	0	1	4	4
60	25.1066	0.0580502	0	0	0	0	1	4	4
58	25.1646	0.0232201	0	0	0	0	1	4	4
60	25.2111	0.0464401	0	0	0	0	1	4	4
59	25.4607	0.0348301	0	0	0	0	1	4	4
61	25.5013	0.249615	0	0	0	0	1	4	4
57	25.8438	0.121904	0	0	0	0	1	4	4
59	25.9657	0.156734	0	0	0	0	1	4	4
57	26.1689	0.296055	0	0	0	0	1	4	4
55	26.4649	0.0348301	0	0	0	0	1	4	4
53	26.4998	0.174149	0	0	0	0	1	4	4
54	26.732	0.470205	0	0	0	0	1	4	4
55	27.2022	0.0290241	0	0	0	0	1	4	4
57	27.2951	0.0696602	0	0	0	0	1	4	4
57	27.3647	0.1161	0	0	0	0	1	4	4
57	27.4808	0.13932	0	0	0	0	1	4	4
59	27.6492	0.0812702	0	0	0	0	1	4	4
59	27.7304	0.0348301	0	0	0	0	1	4	4
58	27.7711	0.156734	0	0	0	0	1	4	4
