midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
65	0.714014	0.0986848	0	0	0	0	1	4	4
65	0.830113	0.0754648	0	0	0	0	1	4	4
65	0.905578	0.0406349	0	0	0	0	1	4	4
65	0.952018	0.15093	0	0	0	0	1	4	4
65	1.10295	0.0406349	0	0	0	0	1	4	4
65	1.30612	0.19737	0	0	0	0	1	4	4
62	1.50349	0.03483	0	0	0	0	1	4	4
63	1.83438	0.17415	0	0	0	0	1	4	4
63	2.17107	0.0348299	0	0	0	0	1	4	4
63	2.2117	0.0522449	0	0	0	0	1	4	4
64	2.31619	0.0290248	0	0	0	0	1	4	4
82	2.29297	0.133515	0	0	0	0	1	4	4
83	2.42649	0.0754647	0	0	0	0	1	4	4
82	2.50776	0.16254	0	0	0	0	1	4	4
82	2.67029	0.0580499	0	0	0	0	1	4	4
82	2.72834	0.261225	0	0	0	0	1	4	4
82	3.04762	0.255419	0	0	0	0	1	4	4
83	3.36689	0.0986848	0	0	0	0	1	4	4
82	3.4946	0.290249	0	0	0	0	1	4	4
82	3.78485	0.15093	0	0	0	0	1	4	4
84	4.56272	0.0232201	0	0	0	0	1	4	4
84	4.66721	0.0870752	0	0	0	0	1	4	4
77	5.42186	0.0348301	0	0	0	0	1	4	4
77	5.45669	0.0406346	0	0	0	0	1	4	4
60	6.21134	0.0638552	0	0	0	0	1	4	4
58	6.32744	0.0464401	0	0	0	0	1	4	4
58	6.37388	0.0232201	0	0	0	0	1	4	4
61	6.59447	0.0232196	0	0	0	0	1	4	4
61	6.6351	0.0406351	0	0	0	0	1	4	4
57	7.50005	0.0348296	0	0	0	0	1	4	4
65	7.85995	0.0232201	0	0	0	0	1	4	4
65	7.88898	0.208979	0	0	0	0	1	4	4
65	8.31274	0.121905	0	0	0	0	1	4	4
62	8.52753	0.0754652	0	0	0	0	1	4	4
62	8.97451	0.0348301	0	0	0	0	1	4	4
63	9.38667	0.0290251	0	0	0	0	1	4	4
57	9.71175	0.0754642	0	0	0	0	1	4	4
65	10.0194	0.0348301	0	0	0	0	1	4	4
65	10.0659	0.0290251	0	0	0	0	1	4	4
65	10.1065	0.0406342	0	0	0	0	1	4	4
65	10.1703	0.0696602	0	0	0	0	1	4	4
65	10.2632	0.0638552	0	0	0	0	1	4	4
59	10.7392	0.0290241	0	0	0	0	1	4	4
55	11.1049	0.0464401	0	0	0	0	1	4	4
66	11.3429	0.0348291	0	0	0	0	1	4	4
64	11.6971	0.0406351	0	0	0	0	1	4	4
63	11.8306	0.0464401	0	0	0	0	1	4	4
60	11.8886	0.0232201	0	0	0	0	1	4	4
61	11.9293	0.133514	0	0	0	0	1	4	4
63	12.1673	0.116099	0	0	0	0	1	4	4
65	12.2834	0.0928802	0	0	0	0	1	4	4
60	12.6375	0.0290251	0	0	0	0	1	4	4
60	12.6665	0.0348301	0	0	0	0	1	4	4
60	13.4095	0.0290241	0	0	0	0	1	4	4
61	13.4444	0.10449	0	0	0	0	1	4	4
61	13.5605	0.0406351	0	0	0	0	1	4	4
65	13.694	0.191565	0	0	0	0	1	4	4
65	13.8855	0.0464401	0	0	0	0	1	4	4
65	13.9784	0.0580502	0	0	0	0	1	4	4
65	14.0365	0.0406342	0	0	0	0	1	4	4
65	14.0829	0.0580502	0	0	0	0	1	4	4
65	14.1932	0.0348301	0	0	0	0	1	4	4
65	14.2338	0.0232191	0	0	0	0	1	4	4
65	14.2629	0.0580502	0	0	0	0	1	4	4
65	14.3209	0.17415	0	0	0	0	1	4	4
65	14.4951	0.0464401	0	0	0	0	1	4	4
64	14.5415	0.0406351	0	0	0	0	1	4	4
65	14.5879	0.110294	0	0	0	0	1	4	4
65	14.6982	0.0232201	0	0	0	0	1	4	4
65	14.7563	0.249615	0	0	0	0	1	4	4
65	15.0407	0.110294	0	0	0	0	1	4	4
64	15.2207	0.0290251	0	0	0	0	1	4	4
64	15.3426	0.25542	0	0	0	0	1	4	4
61	15.6735	0.168344	0	0	0	0	1	4	4
52	17.6936	0.0232201	0	0	0	0	1	4	4
53	17.7226	0.0464401	0	0	0	0	1	4	4
70	17.9664	0.174149	0	0	0	0	1	4	4
56	18.1232	0.150928	0	0	0	0	1	4	4
58	18.2741	0.226395	0	0	0	0	1	4	4
58	18.7849	0.0754642	0	0	0	0	1	4	4
58	18.8604	0.0754662	0	0	0	0	1	4	4
57	18.9359	0.0928802	0	0	0	0	1	4	4
65	19.1797	0.110294	0	0	0	0	1	4	4
63	19.4525	0.197371	0	0	0	0	1	4	4
61	20.5903	0.18576	0	0	0	0	1	4	4
65	20.9676	0.110294	0	0	0	0	1	4	4
63	21.2753	0.0348301	0	0	0	0	1	4	4
62	21.3624	0.0464401	0	0	0	0	1	4	4
64	22.384	0.284445	0	0	0	0	1	4	4
65	22.8542	0.0348301	0	0	0	0	1	4	4
64	23.0806	0.0290241	0	0	0	0	1	4	4
63	23.1155	0.162539	0	0	0	0	1	4	4
65	24.201	0.0580502	0	0	0	0	1	4	4
63	24.8105	0.0986862	0	0	0	0	1	4	4
63	24.9092	0.127708	0	0	0	0	1	4	4
65	25.9367	0.133514	0	0	0	0	1	4	4
61	26.3605	0.0754662	0	0	0	0	1	4	4
62	26.4417	0.0406342	0	0	0	0	1	4	4
65	26.5868	0.0580502	0	0	0	0	1	4	4
63	26.7552	0.226395	0	0	0	0	1	4	4
64	28.2297	0.0464401	0	0	0	0	1	4	4
63	28.5373	0.208981	0	0	0	0	1	4	4
