midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
67	0.0696599	0.13932	0	0	4.9642e-035	0	1	4	4
67	0.20898	0.0348299	0	0	4.9642e-035	0	1	4	4
67	0.24381	0.238005	0	0	4.9642e-035	0	1	4	4
67	0.481814	0.18576	0	0	4.9642e-035	0	1	4	4
67	0.731429	0.272834	0	0	4.9642e-035	0	1	4	4
62	1.00426	0.133515	0	0	4.9642e-035	0	1	4	4
62	1.18422	0.296054	0	0	4.9642e-035	0	1	4	4
67	1.67764	0.0928798	0	0	4.9642e-035	0	1	4	4
62	1.88662	0.0232199	0	0	4.9642e-035	0	1	4	4
62	1.91565	0.029025	0	0	4.9642e-035	0	1	4	4
62	1.94467	0.029025	0	0	4.9642e-035	0	1	4	4
64	1.99692	0.359909	0	0	4.9642e-035	0	1	4	4
64	2.38005	0.13932	0	0	4.9642e-035	0	1	4	4
60	2.85025	0.087075	0	0	4.9642e-035	0	1	4	4
59	2.93732	0.0406349	0	0	4.9642e-035	0	1	4	4
60	3.07084	0.12771	0	0	4.9642e-035	0	1	4	4
63	3.30884	0.0348301	0	0	4.9642e-035	0	1	4	4
62	3.34948	0.12771	0	0	4.9642e-035	0	1	4	4
64	3.63973	0.110295	0	0	4.9642e-035	0	1	4	4
67	3.96481	0.0348299	0	0	4.9642e-035	0	1	4	4
67	4.09832	0.214785	0	0	4.9642e-035	0	1	4	4
67	4.4176	0.267029	0	0	4.9642e-035	0	1	4	4
62	4.70204	0.0986848	0	0	4.9642e-035	0	1	4	4
62	4.80073	0.296054	0	0	4.9642e-035	0	1	4	4
71	5.43927	0.145125	0	0	4.9642e-035	0	1	4	4
62	5.5844	0.0928798	0	0	4.9642e-035	0	1	4	4
64	5.67728	0.0232196	0	0	4.9642e-035	0	1	4	4
64	5.77016	0.214785	0	0	4.9642e-035	0	1	4	4
62	6.1707	0.0522447	0	0	4.9642e-035	0	1	4	4
62	7.02984	0.0638552	0	0	4.9642e-035	0	1	4	4
62	7.0937	0.0290251	0	0	4.9642e-035	0	1	4	4
67	8.10957	0.0348301	0	0	4.9642e-035	0	1	4	4
67	8.15601	0.18576	0	0	4.9642e-035	0	1	4	4
62	8.38821	0.156734	0	0	4.9642e-035	0	1	4	4
