midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
47	0.748844	0.0406349	0	0	3.76096e-035	0	1	4	4
58	0.801088	0.03483	0	0	3.76096e-035	0	1	4	4
60	1.28871	0.029025	0	0	3.76096e-035	0	1	4	4
58	1.38159	0.0232199	0	0	3.76096e-035	0	1	4	4
58	1.5093	0.03483	0	0	3.76096e-035	0	1	4	4
56	1.60798	0.03483	0	0	3.76096e-035	0	1	4	4
60	1.64862	0.0522449	0	0	3.76096e-035	0	1	4	4
60	1.70667	0.03483	0	0	3.76096e-035	0	1	4	4
67	1.81116	0.0522449	0	0	3.76096e-035	0	1	4	4
66	1.86921	0.133515	0	0	3.76096e-035	0	1	4	4
67	2.02594	0.087075	0	0	3.76096e-035	0	1	4	4
67	2.11302	0.0232198	0	0	3.76096e-035	0	1	4	4
67	2.14785	0.0522449	0	0	3.76096e-035	0	1	4	4
67	2.21751	0.0522449	0	0	3.76096e-035	0	1	4	4
66	2.48454	0.0232198	0	0	3.76096e-035	0	1	4	4
68	2.65868	0.0406349	0	0	3.76096e-035	0	1	4	4
67	2.80381	0.0522449	0	0	3.76096e-035	0	1	4	4
60	3.25079	0.0232198	0	0	3.76096e-035	0	1	4	4
66	3.67456	0.0464399	0	0	3.76096e-035	0	1	4	4
66	3.91256	0.0348299	0	0	3.76096e-035	0	1	4	4
66	3.959	0.0290248	0	0	3.76096e-035	0	1	4	4
66	4.12154	0.0348296	0	0	3.76096e-035	0	1	4	4
58	4.64399	0.0290246	0	0	3.76096e-035	0	1	4	4
67	4.82395	0.0232201	0	0	3.76096e-035	0	1	4	4
67	5.13741	0.0696597	0	0	3.76096e-035	0	1	4	4
67	5.59601	0.0580502	0	0	3.76096e-035	0	1	4	4
61	5.77016	0.0290246	0	0	3.76096e-035	0	1	4	4
59	6.42612	0.0406351	0	0	3.76096e-035	0	1	4	4
58	6.5132	0.0406351	0	0	3.76096e-035	0	1	4	4
67	6.64091	0.0464401	0	0	3.76096e-035	0	1	4	4
63	7.11111	0.0232196	0	0	3.76096e-035	0	1	4	4
66	7.32009	0.0580497	0	0	3.76096e-035	0	1	4	4
66	7.37814	0.0290251	0	0	3.76096e-035	0	1	4	4
66	7.51746	0.0580497	0	0	3.76096e-035	0	1	4	4
69	7.84834	0.0348301	0	0	3.76096e-035	0	1	4	4
59	7.90639	0.0348301	0	0	3.76096e-035	0	1	4	4
67	8.13279	0.0232201	0	0	3.76096e-035	0	1	4	4
58	8.27791	0.0406342	0	0	3.76096e-035	0	1	4	4
66	8.52753	0.0290251	0	0	3.76096e-035	0	1	4	4
61	8.74231	0.0232201	0	0	3.76096e-035	0	1	4	4
64	8.88744	0.0232201	0	0	3.76096e-035	0	1	4	4
63	8.93388	0.0290251	0	0	3.76096e-035	0	1	4	4
66	9.13705	0.0522451	0	0	3.76096e-035	0	1	4	4
67	9.27057	0.0580492	0	0	3.76096e-035	0	1	4	4
67	9.50857	0.0290241	0	0	3.76096e-035	0	1	4	4
67	10.2458	0.0290251	0	0	3.76096e-035	0	1	4	4
67	10.2748	0.0986843	0	0	3.76096e-035	0	1	4	4
69	10.4141	0.0638552	0	0	3.76096e-035	0	1	4	4
68	10.8089	0.0406351	0	0	3.76096e-035	0	1	4	4
67	10.8553	0.0464401	0	0	3.76096e-035	0	1	4	4
67	10.925	0.0290251	0	0	3.76096e-035	0	1	4	4
67	10.9656	0.0290241	0	0	3.76096e-035	0	1	4	4
66	11.0179	0.13932	0	0	3.76096e-035	0	1	4	4
65	11.6448	0.0232201	0	0	3.76096e-035	0	1	4	4
68	12.0395	0.0232201	0	0	3.76096e-035	0	1	4	4
63	12.0918	0.0232201	0	0	3.76096e-035	0	1	4	4
67	12.1382	0.0290251	0	0	3.76096e-035	0	1	4	4
68	12.2079	0.0406351	0	0	3.76096e-035	0	1	4	4
68	12.2601	0.0522451	0	0	3.76096e-035	0	1	4	4
67	12.353	0.0464401	0	0	3.76096e-035	0	1	4	4
67	12.3995	0.0348291	0	0	3.76096e-035	0	1	4	4
67	12.4749	0.0406351	0	0	3.76096e-035	0	1	4	4
66	12.5214	0.0290251	0	0	3.76096e-035	0	1	4	4
67	12.6317	0.0348301	0	0	3.76096e-035	0	1	4	4
67	12.6897	0.0232201	0	0	3.76096e-035	0	1	4	4
70	12.7536	0.0232201	0	0	3.76096e-035	0	1	4	4
69	12.8	0.0232191	0	0	3.76096e-035	0	1	4	4
