midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
69	0.0406349	0.156735	0	0	5.00182e-035	0	1	4	4
69	0.19737	0.02322	0	0	5.00182e-035	0	1	4	4
69	0.24381	0.10449	0	0	5.00182e-035	0	1	4	4
69	0.348299	0.17415	0	0	5.00182e-035	0	1	4	4
69	0.522449	0.0232199	0	0	5.00182e-035	0	1	4	4
69	0.603719	0.0928798	0	0	5.00182e-035	0	1	4	4
69	0.696599	0.13932	0	0	5.00182e-035	0	1	4	4
61	0.888163	0.145125	0	0	5.00182e-035	0	1	4	4
61	1.03329	0.029025	0	0	5.00182e-035	0	1	4	4
60	1.09134	0.18576	0	0	5.00182e-035	0	1	4	4
62	1.35256	0.10449	0	0	5.00182e-035	0	1	4	4
55	1.54993	0.0522448	0	0	5.00182e-035	0	1	4	4
59	1.60218	0.476009	0	0	5.00182e-035	0	1	4	4
55	2.10141	0.145125	0	0	5.00182e-035	0	1	4	4
56	2.24653	0.0406349	0	0	5.00182e-035	0	1	4	4
57	2.29297	0.0290251	0	0	5.00182e-035	0	1	4	4
58	2.34522	0.0290251	0	0	5.00182e-035	0	1	4	4
57	2.38585	0.0638549	0	0	5.00182e-035	0	1	4	4
53	2.82122	0.0348299	0	0	5.00182e-035	0	1	4	4
57	2.87347	0.0290248	0	0	5.00182e-035	0	1	4	4
60	2.96635	0.0348299	0	0	5.00182e-035	0	1	4	4
60	3.0244	0.10449	0	0	5.00182e-035	0	1	4	4
60	3.15791	0.0406351	0	0	5.00182e-035	0	1	4	4
69	3.01859	0.330884	0	0	5.00182e-035	0	1	4	4
69	3.36689	0.272835	0	0	5.00182e-035	0	1	4	4
69	3.66295	0.12771	0	0	5.00182e-035	0	1	4	4
69	3.79066	0.0406349	0	0	5.00182e-035	0	1	4	4
68	3.86032	0.0812697	0	0	5.00182e-035	0	1	4	4
67	4.01125	0.0638547	0	0	5.00182e-035	0	1	4	4
67	4.0751	0.0290251	0	0	5.00182e-035	0	1	4	4
72	4.10413	0.0580497	0	0	5.00182e-035	0	1	4	4
60	4.09832	0.2322	0	0	5.00182e-035	0	1	4	4
55	4.4234	0.133515	0	0	5.00182e-035	0	1	4	4
56	4.57433	0.0522451	0	0	5.00182e-035	0	1	4	4
56	4.71946	0.0406351	0	0	5.00182e-035	0	1	4	4
55	4.882	0.203175	0	0	5.00182e-035	0	1	4	4
55	5.08517	0.0986848	0	0	5.00182e-035	0	1	4	4
54	5.18385	0.0290251	0	0	5.00182e-035	0	1	4	4
57	5.2419	0.0290251	0	0	5.00182e-035	0	1	4	4
