midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
63	0.528254	0.0406349	0	0	0	0	1	4	4
60	0.806893	0.0348299	0	0	0	0	1	4	4
60	0.946213	0.0348299	0	0	0	0	1	4	4
66	0.998458	0.1161	0	0	0	0	1	4	4
66	1.20744	0.029025	0	0	0	0	1	4	4
66	1.30612	0.0522449	0	0	0	0	1	4	4
66	1.38159	0.0464399	0	0	0	0	1	4	4
66	1.42803	0.0232199	0	0	0	0	1	4	4
71	1.45125	0.133515	0	0	0	0	1	4	4
71	1.58476	0.16254	0	0	0	0	1	4	4
59	1.72408	0.20898	0	0	0	0	1	4	4
71	2.00272	0.0928798	0	0	0	0	1	4	4
71	2.0956	0.203175	0	0	0	0	1	4	4
66	2.46132	0.0928798	0	0	0	0	1	4	4
66	2.62966	0.0348299	0	0	0	0	1	4	4
66	2.81542	0.0638549	0	0	0	0	1	4	4
66	2.87927	0.0580499	0	0	0	0	1	4	4
66	3.00698	0.0522449	0	0	0	0	1	4	4
66	3.07084	0.0232201	0	0	0	0	1	4	4
55	4.11574	0.17415	0	0	0	0	1	4	4
55	4.28989	0.17415	0	0	0	0	1	4	4
55	4.49887	0.0406351	0	0	0	0	1	4	4
55	4.54531	0.888163	0	0	0	0	1	4	4
55	5.49152	0.0986848	0	0	0	0	1	4	4
55	5.5902	0.17415	0	0	0	0	1	4	4
55	5.82821	0.0696597	0	0	0	0	1	4	4
55	5.89787	0.29025	0	0	0	0	1	4	4
52	6.55383	0.0928798	0	0	0	0	1	4	4
57	7.34912	0.110295	0	0	0	0	1	4	4
57	7.45941	0.0464401	0	0	0	0	1	4	4
66	8.08635	0.0754642	0	0	0	0	1	4	4
66	8.20245	0.0696602	0	0	0	0	1	4	4
66	8.29533	0.0812693	0	0	0	0	1	4	4
62	8.56816	0.0348301	0	0	0	0	1	4	4
62	8.66685	0.226395	0	0	0	0	1	4	4
62	8.89324	0.0290241	0	0	0	0	1	4	4
62	8.92227	0.179955	0	0	0	0	1	4	4
69	9.50277	0.104489	0	0	0	0	1	4	4
71	9.78721	0.0522451	0	0	0	0	1	4	4
54	9.85687	0.0406351	0	0	0	0	1	4	4
69	9.89751	0.0522442	0	0	0	0	1	4	4
66	9.94975	0.0580502	0	0	0	0	1	4	4
67	10.1645	0.0464401	0	0	0	0	1	4	4
70	10.211	0.121905	0	0	0	0	1	4	4
67	10.3329	0.121904	0	0	0	0	1	4	4
67	10.4548	0.110294	0	0	0	0	1	4	4
67	10.5651	0.0522451	0	0	0	0	1	4	4
67	10.6173	0.0812702	0	0	0	0	1	4	4
66	10.8089	0.0348301	0	0	0	0	1	4	4
60	11.1862	0.0464401	0	0	0	0	1	4	4
69	11.2327	0.0464401	0	0	0	0	1	4	4
69	11.3139	0.0348301	0	0	0	0	1	4	4
63	11.5171	0.0348301	0	0	0	0	1	4	4
65	11.5693	0.0290241	0	0	0	0	1	4	4
71	11.6274	0.18576	0	0	0	0	1	4	4
63	11.8132	0.0928802	0	0	0	0	1	4	4
63	11.906	0.121904	0	0	0	0	1	4	4
63	12.0279	0.0464401	0	0	0	0	1	4	4
63	12.0744	0.0464401	0	0	0	0	1	4	4
63	12.144	0.0696592	0	0	0	0	1	4	4
63	12.2485	0.0406351	0	0	0	0	1	4	4
63	12.2892	0.0406351	0	0	0	0	1	4	4
61	12.4517	0.0406351	0	0	0	0	1	4	4
63	12.5272	0.0928793	0	0	0	0	1	4	4
63	12.62	0.0870752	0	0	0	0	1	4	4
63	12.742	0.0638552	0	0	0	0	1	4	4
59	12.8	0.121904	0	0	0	0	1	4	4
64	13.0844	0.284445	0	0	0	0	1	4	4
67	13.3689	0.0986843	0	0	0	0	1	4	4
64	13.4676	0.0406351	0	0	0	0	1	4	4
64	13.5082	0.0928802	0	0	0	0	1	4	4
67	13.7172	0.0580502	0	0	0	0	1	4	4
67	13.7752	0.0232201	0	0	0	0	1	4	4
67	13.7985	0.0406342	0	0	0	0	1	4	4
67	13.8391	0.0870752	0	0	0	0	1	4	4
67	14.0016	0.0406342	0	0	0	0	1	4	4
