midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
62	0.522449	0.029025	0	0	0	0	1	4	4
63	0.690794	0.0406349	0	0	0	0	1	4	4
65	0.743039	0.0232199	0	0	0	0	1	4	4
69	0.830113	0.0232199	0	0	0	0	1	4	4
66	1.25968	0.0232199	0	0	0	0	1	4	4
65	1.69506	0.0232199	0	0	0	0	1	4	4
68	1.90984	0.0232201	0	0	0	0	1	4	4
69	2.2117	0.0232198	0	0	0	0	1	4	4
69	2.33941	0.0290251	0	0	0	0	1	4	4
71	2.42649	0.0232198	0	0	0	0	1	4	4
71	2.83283	0.0232198	0	0	0	0	1	4	4
72	2.85605	0.0232201	0	0	0	0	1	4	4
62	2.90249	0.0232201	0	0	0	0	1	4	4
74	3.25079	0.0406349	0	0	0	0	1	4	4
72	3.43075	0.0406349	0	0	0	0	1	4	4
69	4.44662	0.0232196	0	0	0	0	1	4	4
72	4.46984	0.0232201	0	0	0	0	1	4	4
69	4.71946	0.0290251	0	0	0	0	1	4	4
72	5.43927	0.0232201	0	0	0	0	1	4	4
71	5.56118	0.0290246	0	0	0	0	1	4	4
71	5.67147	0.0232196	0	0	0	0	1	4	4
72	5.7063	0.0232201	0	0	0	0	1	4	4
69	6.4029	0.0232196	0	0	0	0	1	4	4
70	6.50739	0.0232196	0	0	0	0	1	4	4
72	6.76862	0.0290251	0	0	0	0	1	4	4
74	7.03565	0.0232201	0	0	0	0	1	4	4
75	7.14014	0.0348301	0	0	0	0	1	4	4
69	7.27365	0.0232201	0	0	0	0	1	4	4
72	7.36653	0.0232201	0	0	0	0	1	4	4
69	7.58132	0.0232201	0	0	0	0	1	4	4
70	7.69741	0.0232201	0	0	0	0	1	4	4
69	7.93542	0.0232196	0	0	0	0	1	4	4
70	7.99927	0.0290251	0	0	0	0	1	4	4
68	8.16181	0.0232201	0	0	0	0	1	4	4
70	8.27211	0.0290251	0	0	0	0	1	4	4
72	8.34177	0.0232201	0	0	0	0	1	4	4
75	8.62621	0.0638552	0	0	0	0	1	4	4
76	9.16608	0.0522451	0	0	0	0	1	4	4
71	9.40408	0.0290251	0	0	0	0	1	4	4
68	10.5883	0.0232201	0	0	0	0	1	4	4
69	10.7741	0.0290251	0	0	0	0	1	4	4
72	11.9989	0.0290251	0	0	0	0	1	4	4
72	12.057	0.0290251	0	0	0	0	1	4	4
71	12.4459	0.0290251	0	0	0	0	1	4	4
68	12.6549	0.0232201	0	0	0	0	1	4	4
72	12.9393	0.0232201	0	0	0	0	1	4	4
73	13.1193	0.0232201	0	0	0	0	1	4	4
66	13.218	0.0232191	0	0	0	0	1	4	4
74	13.8507	0.0348301	0	0	0	0	1	4	4
69	13.9668	0.0290251	0	0	0	0	1	4	4
67	14.646	0.0348291	0	0	0	0	1	4	4
70	15.3252	0.0232201	0	0	0	0	1	4	4
65	15.3948	0.0232201	0	0	0	0	1	4	4
71	15.7199	0.0348301	0	0	0	0	1	4	4
69	16.1437	0.0232201	0	0	0	0	1	4	4
69	16.2772	0.029026	0	0	0	0	1	4	4
69	16.3062	0.0290241	0	0	0	0	1	4	4
79	16.3468	0.0348301	0	0	0	0	1	4	4
69	16.8577	0.0290241	0	0	0	0	1	4	4
70	17.1189	0.0290241	0	0	0	0	1	4	4
69	17.1654	0.0406342	0	0	0	0	1	4	4
70	17.2815	0.0464401	0	0	0	0	1	4	4
70	17.4846	0.0522461	0	0	0	0	1	4	4
61	17.5949	0.0290241	0	0	0	0	1	4	4
74	18.1928	0.0290241	0	0	0	0	1	4	4
68	18.2799	0.0232201	0	0	0	0	1	4	4
71	18.3844	0.0290241	0	0	0	0	1	4	4
64	18.4134	0.0406342	0	0	0	0	1	4	4
67	18.7849	0.0232201	0	0	0	0	1	4	4
65	18.9417	0.0232201	0	0	0	0	1	4	4
70	19.2087	0.0290241	0	0	0	0	1	4	4
67	19.2493	0.0464401	0	0	0	0	1	4	4
70	19.6093	0.029026	0	0	0	0	1	4	4
73	19.6615	0.0348282	0	0	0	0	1	4	4
72	19.9053	0.0464401	0	0	0	0	1	4	4
72	20.0388	0.0232201	0	0	0	0	1	4	4
72	20.1956	0.0232201	0	0	0	0	1	4	4
71	20.242	0.0928802	0	0	0	0	1	4	4
70	20.6251	0.0348301	0	0	0	0	1	4	4
70	20.7702	0.0638561	0	0	0	0	1	4	4
69	20.9734	0.0638561	0	0	0	0	1	4	4
