midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
67	0.986848	0.168345	0	0	4.56969e-035	0	1	4	4
65	1.15519	0.029025	0	0	4.56969e-035	0	1	4	4
67	1.18422	0.290249	0	0	4.56969e-035	0	1	4	4
67	1.5093	0.0522449	0	0	4.56969e-035	0	1	4	4
72	1.56154	0.156735	0	0	4.56969e-035	0	1	4	4
67	1.76472	0.0522449	0	0	4.56969e-035	0	1	4	4
72	1.81696	0.133515	0	0	4.56969e-035	0	1	4	4
77	1.96789	0.12771	0	0	4.56969e-035	0	1	4	4
77	2.0956	0.243809	0	0	4.56969e-035	0	1	4	4
77	2.33941	0.15093	0	0	4.56969e-035	0	1	4	4
77	2.62966	0.214784	0	0	4.56969e-035	0	1	4	4
77	2.88508	0.10449	0	0	4.56969e-035	0	1	4	4
77	3.09986	0.0812697	0	0	4.56969e-035	0	1	4	4
77	3.22757	0.0986848	0	0	4.56969e-035	0	1	4	4
67	3.52943	0.290249	0	0	4.56969e-035	0	1	4	4
72	3.87773	0.179955	0	0	4.56969e-035	0	1	4	4
79	4.12735	0.162539	0	0	4.56969e-035	0	1	4	4
79	4.38857	0.15093	0	0	4.56969e-035	0	1	4	4
60	4.5337	0.0638547	0	0	4.56969e-035	0	1	4	4
65	4.63238	0.0754647	0	0	4.56969e-035	0	1	4	4
60	4.79492	0.249615	0	0	4.56969e-035	0	1	4	4
60	5.25932	0.0870748	0	0	4.56969e-035	0	1	4	4
60	5.358	0.412154	0	0	4.56969e-035	0	1	4	4
60	5.83401	0.870749	0	0	4.56969e-035	0	1	4	4
65	6.70476	0.336689	0	0	4.56969e-035	0	1	4	4
65	7.04145	0.13932	0	0	4.56969e-035	0	1	4	4
65	7.18077	0.359909	0	0	4.56969e-035	0	1	4	4
62	7.74385	0.0754652	0	0	4.56969e-035	0	1	4	4
65	7.90639	0.121905	0	0	4.56969e-035	0	1	4	4
65	8.11537	0.20898	0	0	4.56969e-035	0	1	4	4
70	8.37079	0.296055	0	0	4.56969e-035	0	1	4	4
72	8.66685	0.0522442	0	0	4.56969e-035	0	1	4	4
77	8.77714	0.17415	0	0	4.56969e-035	0	1	4	4
77	9.04998	0.145124	0	0	4.56969e-035	0	1	4	4
72	9.1951	0.1161	0	0	4.56969e-035	0	1	4	4
77	9.3112	0.0406342	0	0	4.56969e-035	0	1	4	4
72	9.43891	0.0522451	0	0	4.56969e-035	0	1	4	4
77	9.49116	0.0348301	0	0	4.56969e-035	0	1	4	4
74	9.58404	0.0232201	0	0	4.56969e-035	0	1	4	4
77	9.60726	0.342494	0	0	4.56969e-035	0	1	4	4
77	9.97878	0.2322	0	0	4.56969e-035	0	1	4	4
77	10.2342	0.1161	0	0	4.56969e-035	0	1	4	4
70	10.3967	0.446984	0	0	4.56969e-035	0	1	4	4
79	10.8785	0.116099	0	0	4.56969e-035	0	1	4	4
79	10.9946	0.296055	0	0	4.56969e-035	0	1	4	4
60	11.2675	0.27864	0	0	4.56969e-035	0	1	4	4
60	11.6274	0.179955	0	0	4.56969e-035	0	1	4	4
60	11.9525	0.145124	0	0	4.56969e-035	0	1	4	4
60	12.115	0.824308	0	0	4.56969e-035	0	1	4	4
60	12.9393	0.110294	0	0	4.56969e-035	0	1	4	4
64	13.5082	0.0928802	0	0	4.56969e-035	0	1	4	4
58	13.8391	0.505034	0	0	4.56969e-035	0	1	4	4
62	14.3557	0.545669	0	0	4.56969e-035	0	1	4	4
53	15.1278	0.121905	0	0	4.56969e-035	0	1	4	4
62	15.2555	0.150929	0	0	4.56969e-035	0	1	4	4
