midiPitch 	 onsetSec 	 durationSec 	 onsetBeats 	 onsetBarIndex 	 onsetBar 	 durationBeats 	 velocity  	 numerator 	 denominator 
59	0.0406349	0.110295	0	0	0	0	1	4	4
59	0.15093	0.0406349	0	0	0	0	1	4	4
59	0.19737	0.02322	0	0	0	0	1	4	4
58	0.272834	0.0696599	0	0	0	0	1	4	4
58	0.342494	0.0290249	0	0	0	0	1	4	4
58	0.377324	0.0812698	0	0	0	0	1	4	4
57	0.458594	0.02322	0	0	0	0	1	4	4
57	0.487619	0.133515	0	0	0	0	1	4	4
57	0.621134	0.0928798	0	0	0	0	1	4	4
57	0.714014	0.203175	0	0	0	0	1	4	4
58	0.969433	0.0754648	0	0	0	0	1	4	4
57	1.10295	0.0638548	0	0	0	0	1	4	4
57	1.28871	0.0522449	0	0	0	0	1	4	4
59	1.38159	0.03483	0	0	0	0	1	4	4
59	1.42222	0.1161	0	0	0	0	1	4	4
58	1.55574	0.0928799	0	0	0	0	1	4	4
57	1.73569	0.0870749	0	0	0	0	1	4	4
58	2.00853	0.0638549	0	0	0	0	1	4	4
59	2.40327	0.075465	0	0	0	0	1	4	4
65	2.46712	0.0522449	0	0	0	0	1	4	4
59	2.59483	0.0290251	0	0	0	0	1	4	4
59	2.93152	0.0696597	0	0	0	0	1	4	4
59	3.58748	0.0580499	0	0	0	0	1	4	4
61	3.64553	0.0870748	0	0	0	0	1	4	4
59	3.78485	0.168345	0	0	0	0	1	4	4
60	4.0693	0.133515	0	0	0	0	1	4	4
59	4.74268	0.0290246	0	0	0	0	1	4	4
59	4.78331	0.0348301	0	0	0	0	1	4	4
57	4.81814	0.0406351	0	0	0	0	1	4	4
58	4.86458	0.0290246	0	0	0	0	1	4	4
59	4.90522	0.0928798	0	0	0	0	1	4	4
57	5.05034	0.121905	0	0	0	0	1	4	4
57	5.28834	0.12771	0	0	0	0	1	4	4
57	5.55537	0.0638547	0	0	0	0	1	4	4
57	5.76435	0.0928798	0	0	0	0	1	4	4
58	5.9385	0.156735	0	0	0	0	1	4	4
59	6.11265	0.0406351	0	0	0	0	1	4	4
59	6.15909	0.0348301	0	0	0	0	1	4	4
57	6.19392	0.0406346	0	0	0	0	1	4	4
58	6.29841	0.0522447	0	0	0	0	1	4	4
57	6.38549	0.168344	0	0	0	0	1	4	4
57	6.55383	0.10449	0	0	0	0	1	4	4
58	6.72218	0.0754652	0	0	0	0	1	4	4
59	7.14594	0.0348301	0	0	0	0	1	4	4
59	7.18658	0.0232201	0	0	0	0	1	4	4
59	7.28526	0.0870748	0	0	0	0	1	4	4
61	7.61615	0.162539	0	0	0	0	1	4	4
58	7.93542	0.0290246	0	0	0	0	1	4	4
58	8.21986	0.110294	0	0	0	0	1	4	4
59	8.33016	0.12771	0	0	0	0	1	4	4
59	8.45787	0.20898	0	0	0	0	1	4	4
58	8.80617	0.0522451	0	0	0	0	1	4	4
59	8.85841	0.0290251	0	0	0	0	1	4	4
59	9.22993	0.0870752	0	0	0	0	1	4	4
58	9.31701	0.133514	0	0	0	0	1	4	4
58	9.48535	0.0290251	0	0	0	0	1	4	4
59	9.51438	0.0348291	0	0	0	0	1	4	4
58	9.56082	0.0928802	0	0	0	0	1	4	4
58	9.7698	0.0464401	0	0	0	0	1	4	4
57	9.85107	0.116099	0	0	0	0	1	4	4
57	9.96716	0.0406351	0	0	0	0	1	4	4
57	10.1413	0.0406342	0	0	0	0	1	4	4
57	10.1878	0.0522451	0	0	0	0	1	4	4
61	10.3329	0.0522442	0	0	0	0	1	4	4
57	10.3967	0.121905	0	0	0	0	1	4	4
57	10.5186	0.145124	0	0	0	0	1	4	4
57	10.716	0.0928793	0	0	0	0	1	4	4
58	10.896	0.0638552	0	0	0	0	1	4	4
57	10.9598	0.255419	0	0	0	0	1	4	4
57	11.2152	0.133515	0	0	0	0	1	4	4
58	11.6274	0.0754652	0	0	0	0	1	4	4
57	11.7667	0.139319	0	0	0	0	1	4	4
57	12.0744	0.162539	0	0	0	0	1	4	4
61	12.7652	0.296054	0	0	0	0	1	4	4
59	13.1599	0.0348301	0	0	0	0	1	4	4
61	13.2876	0.417959	0	0	0	0	1	4	4
62	13.8681	0.17415	0	0	0	0	1	4	4
61	14.1061	0.0406351	0	0	0	0	1	4	4
